,Instrument,Country of Headquarters,Region of Headquarters,NAICS National Industry Name,NAICS Industry Group Name,NAICS Sector Name,GICS Sub-Industry Name,GICS Industry Name,ICB Industry name,ICB Sector name,GICS Industry Group Name,SIC Industry Name,TRBC Industry Name,TRBC Industry Group Name,TRBC Business Sector Name,TRBC Economic Sector Name,TSE33 Main sector name,NAICS Subsector Name,key
0,MXP4948K1056,Mexico,Americas,Flour Milling,Grain and Oilseed Milling,Manufacturing,Packaged Foods & Meats,Food Products,Consumer Staples,Food Producers,"Food, Beverage & Tobacco",,Food Processing,Food & Tobacco,Food & Beverages,Consumer Non-Cyclicals,,Food Manufacturing,MXP4948K1056
0,PLZATRM00012,Poland,Europe,Nitrogenous Fertilizer Manufacturing,"Pesticide, Fertilizer, and Other Agricultural Chemical Manufacturing",Manufacturing,Fertilizers & Agricultural Chemicals,Chemicals,Basic Materials,Chemicals,Materials,,Diversified Chemicals,Chemicals,Chemicals,Basic Materials,,Chemical Manufacturing,PLZATRM00012
0,PLLOTOS00025,Poland,Europe,Petroleum Refineries,Petroleum and Coal Products Manufacturing,Manufacturing,,,Energy,"Oil, Gas and Coal",,,Oil & Gas Refining and Marketing,Oil & Gas,Energy - Fossil Fuels,Energy,,Petroleum and Coal Products Manufacturing,PLLOTOS00025
0,MX01OM000018,Mexico,Americas,Other Airport Operations,Support Activities for Air Transportation,Transportation and Warehousing,Airport Services,Transportation Infrastructure,Industrials,Industrial Transportation,Transportation,"Airports, Flying Fields, and Airport Terminal Services",Airport Operators & Services,Transport Infrastructure,Transportation,Industrials,,Support Activities for Transportation,MX01OM000018
0,MX01GA000004,Mexico,Americas,Other Airport Operations,Support Activities for Air Transportation,Transportation and Warehousing,Airport Services,Transportation Infrastructure,Industrials,Industrial Transportation,Transportation,"Airports, Flying Fields, and Airport Terminal Services",Airport Operators & Services,Transport Infrastructure,Transportation,Industrials,,Support Activities for Transportation,MX01GA000004
0,MXP001661018,Mexico,Americas,Other Airport Operations,Support Activities for Air Transportation,Transportation and Warehousing,Airport Services,Transportation Infrastructure,Industrials,Industrial Transportation,Transportation,"Airports, Flying Fields, and Airport Terminal Services",Airport Operators & Services,Transport Infrastructure,Transportation,Industrials,,Support Activities for Transportation,MXP001661018
0,COT29PA00025,Colombia,Americas,Commercial Banking,Depository Credit Intermediation,Finance and Insurance,Diversified Banks,Banks,Financials,Banks,Banks,"Commercial Banks, Not Elsewhere Classified",Banks,Banking Services,Banking & Investment Services,Financials,,Credit Intermediation and Related Activities,COT29PA00025
0,MXP495211262,Mexico,Americas,Commercial Bakeries,Bakeries and Tortilla Manufacturing,Manufacturing,Packaged Foods & Meats,Food Products,Consumer Staples,Food Producers,"Food, Beverage & Tobacco",,Food Processing,Food & Tobacco,Food & Beverages,Consumer Non-Cyclicals,,Food Manufacturing,MXP495211262
0,PEP900001103,Peru,Americas,Securities and Commodity Exchanges,Securities and Commodity Exchanges,Finance and Insurance,Financial Exchanges & Data,Capital Markets,Financials,Investment Banking and Brokerage Services,Diversified Financials,,Financial & Commodity Market Operators & Service Providers,Investment Banking & Investment Services,Banking & Investment Services,Financials,,"Securities, Commodity Contracts, and Other Financial Investments and Related Activities",PEP900001103
0,MXP461181085,Mexico,Americas,Department Stores,Department Stores,Retail Trade,Industrial Conglomerates,Industrial Conglomerates,Industrials,General Industrials,Capital Goods,,Consumer Goods Conglomerates,Consumer Goods Conglomerates,Consumer Goods Conglomerates,Consumer Non-Cyclicals,,General Merchandise Retailers,MXP461181085
0,ES0116920333,Spain,Europe,Direct Property and Casualty Insurance Carriers,Insurance Carriers,Finance and Insurance,Multi-line Insurance,Insurance,Financials,Non-life Insurance,Insurance,,Multiline Insurance & Brokers,Insurance,Insurance,Financials,,Insurance Carriers and Related Activities,ES0116920333
0,MX01GC2M0006,Mexico,Americas,Cement Manufacturing,Cement and Concrete Product Manufacturing,Manufacturing,Construction Materials,Construction Materials,Industrials,Construction and Materials,Materials,,Construction Materials,Construction Materials,Mineral Resources,Basic Materials,,Nonmetallic Mineral Product Manufacturing,MX01GC2M0006
0,ARGCLA010015,Argentina,Americas,Newspaper Publishers,"Newspaper, Periodical, Book, and Directory Publishers",Information,Broadcasting,Media,Consumer Discretionary,Media,Media & Entertainment,,Broadcasting,Media & Publishing,Cyclical Consumer Services,Consumer Cyclicals,,Publishing Industries,ARGCLA010015
0,MX01CH170002,Mexico,Americas,Supermarkets and Other Grocery Retailers (except Convenience Retailers),Grocery and Convenience Retailers,Retail Trade,Food Retail,Food & Staples Retailing,Consumer Discretionary,Retailers,Food & Staples Retailing,,Food Retail & Distribution,Food & Drug Retailing,Food & Drug Retailing,Consumer Non-Cyclicals,,Food and Beverage Retailers,MX01CH170002
0,COT13PA00086,Colombia,Americas,Direct Life Insurance Carriers,Insurance Carriers,Finance and Insurance,Multi-Sector Holdings,Diversified Financial Services,Financials,Investment Banking and Brokerage Services,Diversified Financials,,Life & Health Insurance,Insurance,Insurance,Financials,,Insurance Carriers and Related Activities,COT13PA00086
0,MX01EL000003,Mexico,Americas,Commercial Banking,Depository Credit Intermediation,Finance and Insurance,Diversified Banks,Banks,Financials,Investment Banking and Brokerage Services,Banks,Variety Stores,Banks,Banking Services,Banking & Investment Services,Financials,,Credit Intermediation and Related Activities,MX01EL000003
0,COE01PA00026,Colombia,Americas,Natural Gas Distribution,Natural Gas Distribution,Utilities,Gas Utilities,Gas Utilities,Utilities,Electricity,Utilities,,Natural Gas Utilities,Natural Gas Utilities,Utilities,Utilities,,Utilities,COE01PA00026
0,MXP370641013,Mexico,Americas,Commercial Banking,Depository Credit Intermediation,Finance and Insurance,Diversified Banks,Banks,Financials,Banks,Banks,,Banks,Banking Services,Banking & Investment Services,Financials,,Credit Intermediation and Related Activities,MXP370641013
0,ARBVAL3024G2,Argentina,Americas,Commercial Banking,Depository Credit Intermediation,Finance and Insurance,Asset Management & Custody Banks,Capital Markets,,,Diversified Financials,,Banks,Banking Services,Banking & Investment Services,Financials,,Credit Intermediation and Related Activities,ARBVAL3024G2
0,MX01LA040003,Mexico,Americas,"Dry, Condensed, and Evaporated Dairy Product Manufacturing",Dairy Product Manufacturing,Manufacturing,,,Consumer Staples,Food Producers,,,Food Processing,Food & Tobacco,Food & Beverages,Consumer Non-Cyclicals,,Food Manufacturing,MX01LA040003
0,MXP370841019,Mexico,Americas,"Copper, Nickel, Lead, and Zinc Mining",Metal Ore Mining,"Mining, Quarrying, and Oil and Gas Extraction",Diversified Metals & Mining,Metals & Mining,Basic Materials,Industrial Metals and Mining,Materials,,Diversified Mining,Metals & Mining,Mineral Resources,Basic Materials,,Mining (except Oil and Gas),MXP370841019
0,COT04PA00028,Colombia,Americas,Meat Processed from Carcasses,Animal Slaughtering and Processing,Manufacturing,Packaged Foods & Meats,Food Products,Consumer Staples,Food Producers,"Food, Beverage & Tobacco",,Food Processing,Food & Tobacco,Food & Beverages,Consumer Non-Cyclicals,,Food Manufacturing,COT04PA00028
0,CLP6808Q1068,Chile,Americas,Commercial Banking,Depository Credit Intermediation,Finance and Insurance,Diversified Banks,Banks,Financials,Investment Banking and Brokerage Services,Banks,,Banks,Banking Services,Banking & Investment Services,Financials,,Credit Intermediation and Related Activities,CLP6808Q1068
0,ARGRSU300079,Argentina,Americas,Commercial Banking,Depository Credit Intermediation,Finance and Insurance,Diversified Banks,Banks,Financials,Banks,Banks,,Banks,Banking Services,Banking & Investment Services,Financials,,Credit Intermediation and Related Activities,ARGRSU300079
0,MXP4987V1378,Mexico,Americas,"Media Streaming Distribution Services, Social Networks, and Other Media Networks and Content Provide","Media Streaming Distribution Services, Social Networks, and Other Media Networks and Content Provide",Information,Cable & Satellite,Media,Consumer Discretionary,Media,Media & Entertainment,Television Broadcasting Stations,Broadcasting,Media & Publishing,Cyclical Consumer Services,Consumer Cyclicals,,Broadcasting and Content Providers,MXP4987V1378
0,IT0004195308,Italy,Europe,Other Activities Related to Credit Intermediation,Activities Related to Credit Intermediation,Finance and Insurance,Consumer Finance,Consumer Finance,Financials,Finance and Credit Services,Diversified Financials,,Consumer Lending,Banking Services,Banking & Investment Services,Financials,,Credit Intermediation and Related Activities,IT0004195308
0,KR7006360002,Korea; Republic (S. Korea),Asia,Commercial and Institutional Building Construction,Nonresidential Building Construction,Construction,Construction & Engineering,Construction & Engineering,Industrials,Construction and Materials,Capital Goods,,Construction & Engineering,Construction & Engineering,Industrial & Commercial Services,Industrials,,Construction of Buildings,KR7006360002
0,KR7078930005,Korea; Republic (S. Korea),Asia,Petroleum Refineries,Petroleum and Coal Products Manufacturing,Manufacturing,Industrial Conglomerates,Industrial Conglomerates,Industrials,General Industrials,Capital Goods,,Independent Power Producers,Electric Utilities & IPPs,Utilities,Utilities,,Petroleum and Coal Products Manufacturing,KR7078930005
0,KR7007070006,Korea; Republic (S. Korea),Asia,Convenience Retailers,Grocery and Convenience Retailers,Retail Trade,Food Retail,Food & Staples Retailing,Consumer Staples,"Personal Care, Drug and Grocery Stores",Food & Staples Retailing,,Food Retail & Distribution,Food & Drug Retailing,Food & Drug Retailing,Consumer Non-Cyclicals,,Food and Beverage Retailers,KR7007070006
0,JP3385820000,Japan,Asia,Battery Manufacturing,Other Electrical Equipment and Component Manufacturing,Manufacturing,Electrical Components & Equipment,Electrical Equipment,Industrials,Electronic and Electrical Equipment,Capital Goods,,Electrical Components & Equipment,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrial Goods,Industrials,Manufacturing,"Electrical Equipment, Appliance, and Component Manufacturing",JP3385820000
0,US36241U1060,United States of America,Americas,Semiconductor and Related Device Manufacturing,Semiconductor and Other Electronic Component Manufacturing,Manufacturing,Semiconductors,Semiconductors & Semiconductor Equipment,Technology,Technology Hardware & Equipment,Semiconductors & Semiconductor Equipment,Semiconductors and Related Devices,Semiconductors,Semiconductors & Semiconductor Equipment,Technology Equipment,Technology,,Computer and Electronic Product Manufacturing,US36241U1060
0,DE000GSW1111,Germany,Europe,Lessors of Residential Buildings and Dwellings,Lessors of Real Estate,Real Estate and Rental and Leasing,Real Estate Operating Companies,Real Estate Management & Development,Real Estate,Real Estate Investment and Services Development,Real Estate,,"Real Estate Rental, Development & Operations",Real Estate Operations,Real Estate,Real Estate,,Real Estate,DE000GSW1111
0,PHY290451046,Philippines,Asia,Automobile and Light Duty Motor Vehicle Manufacturing,Motor Vehicle Manufacturing,Manufacturing,Industrial Conglomerates,Industrial Conglomerates,Real Estate,Real Estate Investment and Services Development,Capital Goods,,Auto & Truck Manufacturers,Automobiles & Auto Parts,Automobiles & Auto Parts,Consumer Cyclicals,,Transportation Equipment Manufacturing,PHY290451046
0,FR0011726835,France,Europe,Support Activities for Oil and Gas Operations,Support Activities for Mining,"Mining, Quarrying, and Oil and Gas Extraction",Oil & Gas Storage & Transportation,"Oil, Gas & Consumable Fuels",Energy,"Oil, Gas and Coal",Energy,,Oil & Gas Transportation Services,Oil & Gas Related Equipment and Services,Energy - Fossil Fuels,Energy,,Support Activities for Mining,FR0011726835
0,US3623931009,United States of America,Americas,Wired Telecommunications Carriers,Wired and Wireless Telecommunications (except Satellite),Information,,,Telecommunications,Telecommunications Service Providers,,"Telephone Communications, Except Radiotelephone",IT Services & Consulting,Software & IT Services,Software & IT Services,Technology,,Telecommunications,US3623931009
0,US3624091043,United States of America,Americas,Custom Computer Programming Services,Computer Systems Design and Related Services,"Professional, Scientific, and Technical Services",,,Technology,Software & Computer Services,,Computer Processing and Data Preparation and Processing Services,IT Services & Consulting,Software & IT Services,Software & IT Services,Technology,,"Professional, Scientific, and Technical Services",US3624091043
0,CNE100001RT7,China,Asia,All Other Miscellaneous Electrical Equipment and Component Manufacturing,Other Electrical Equipment and Component Manufacturing,Manufacturing,Electrical Components & Equipment,Electrical Equipment,Technology,Technology Hardware & Equipment,Capital Goods,,Electrical Components & Equipment,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrial Goods,Industrials,,"Electrical Equipment, Appliance, and Component Manufacturing",CNE100001RT7
0,CNE100000HP8,China,Asia,Other Animal Food Manufacturing,Animal Food Manufacturing,Manufacturing,Packaged Foods & Meats,Food Products,Consumer Staples,Food Producers,"Food, Beverage & Tobacco",,Fishing & Farming,Food & Tobacco,Food & Beverages,Consumer Non-Cyclicals,,Food Manufacturing,CNE100000HP8
0,CNE000000BL1,China,Asia,"Aluminum Sheet, Plate, and Foil Manufacturing",Alumina and Aluminum Production and Processing,Manufacturing,Aluminum,Metals & Mining,Basic Materials,Industrial Metals and Mining,Materials,,Aluminum,Metals & Mining,Mineral Resources,Basic Materials,,Primary Metal Manufacturing,CNE000000BL1
0,CNE100001F37,China,Asia,Support Activities for Metal Mining,Support Activities for Mining,"Mining, Quarrying, and Oil and Gas Extraction",Diversified Metals & Mining,Metals & Mining,Basic Materials,Industrial Metals and Mining,Materials,,Mining Support Services & Equipment,Metals & Mining,Mineral Resources,Basic Materials,,Support Activities for Mining,CNE100001F37
0,HK0270001396,Hong Kong,Asia,Water Supply and Irrigation Systems,"Water, Sewage and Other Systems",Utilities,Water Utilities,Water Utilities,Utilities,"Gas, Water and Multi-utilities",Utilities,,Water & Related Utilities,Water & Related Utilities,Utilities,Utilities,,Utilities,HK0270001396
0,CNE100002649,China,Asia,Hardware Manufacturing,Hardware Manufacturing,Manufacturing,Building Products,Building Products,Industrials,Construction and Materials,Capital Goods,,Construction Supplies & Fixtures,Homebuilding & Construction Supplies,Cyclical Consumer Products,Consumer Cyclicals,,Fabricated Metal Product Manufacturing,CNE100002649
0,CNE100003L86,China,Asia,Paper Bag and Coated and Treated Paper Manufacturing,Converted Paper Product Manufacturing,Manufacturing,Paper Products,Paper & Forest Products,Basic Materials,Industrial Materials,Materials,,Paper Packaging,Containers & Packaging,Applied Resources,Basic Materials,,Paper Manufacturing,CNE100003L86
0,CNE100001R82,China,Asia,Small Electrical Appliance Manufacturing,Household Appliance Manufacturing,Manufacturing,Household Appliances,Household Durables,Consumer Discretionary,Household Goods and Home Construction,Consumer Durables & Apparel,,"Appliances, Tools & Housewares",Household Goods,Cyclical Consumer Products,Consumer Cyclicals,,"Electrical Equipment, Appliance, and Component Manufacturing",CNE100001R82
0,CNE0000012G4,China,Asia,Natural Gas Extraction,Oil and Gas Extraction,"Mining, Quarrying, and Oil and Gas Extraction",Integrated Oil & Gas,"Oil, Gas & Consumable Fuels",Energy,"Oil, Gas and Coal",Energy,,Integrated Oil & Gas,Oil & Gas,Energy - Fossil Fuels,Energy,,Oil and Gas Extraction,CNE0000012G4
0,CNE100000379,China,Asia,Line-Haul Railroads,Rail Transportation,Transportation and Warehousing,Railroads,Road & Rail,Consumer Discretionary,Travel and Leisure,Transportation,"Railroads, Line- Haul operating","Passenger Transportation, Ground & Sea",Passenger Transportation Services,Transportation,Industrials,,Rail Transportation,CNE100000379
0,CNE100000Q35,China,Asia,Automobile and Light Duty Motor Vehicle Manufacturing,Motor Vehicle Manufacturing,Manufacturing,Automobile Manufacturers,Automobiles,Consumer Discretionary,Automobiles and Parts,Automobiles & Components,,Auto & Truck Manufacturers,Automobiles & Auto Parts,Automobiles & Auto Parts,Consumer Cyclicals,,Transportation Equipment Manufacturing,CNE100000Q35
0,CNE000001DX0,China,Asia,Air Traffic Control,Support Activities for Air Transportation,Transportation and Warehousing,Airport Services,Transportation Infrastructure,Industrials,Industrial Transportation,Transportation,,Airport Operators & Services,Transport Infrastructure,Transportation,Industrials,,Support Activities for Transportation,CNE000001DX0
0,CNE000001733,China,Asia,Pharmaceutical Preparation Manufacturing,Pharmaceutical and Medicine Manufacturing,Manufacturing,Health Care Distributors,Health Care Providers & Services,Health Care,Pharmaceuticals and Biotechnology,Health Care Equipment & Services,,Pharmaceuticals,Pharmaceuticals,Pharmaceuticals & Medical Research,Healthcare,,Chemical Manufacturing,CNE000001733
0,CNE0000013M0,China,Asia,Commodity Contracts Intermediation,Securities and Commodity Contracts Intermediation and Brokerage,Finance and Insurance,Investment Banking & Brokerage,Capital Markets,Financials,Investment Banking and Brokerage Services,Diversified Financials,,Investment Management & Fund Operators,Investment Banking & Investment Services,Banking & Investment Services,Financials,,"Securities, Commodity Contracts, and Other Financial Investments and Related Activities",CNE0000013M0
0,CNE100000T24,China,Asia,Radio and Television Broadcasting and Wireless Communications Equipment Manufacturing,Communications Equipment Manufacturing,Manufacturing,Communications Equipment,Communications Equipment,Telecommunications,Telecommunications Equipment,Technology Hardware & Equipment,,Communications & Networking,Communications & Networking,Technology Equipment,Technology,,Computer and Electronic Product Manufacturing,CNE100000T24
0,CNE100002VW1,China,Asia,Medical Laboratories,Medical and Diagnostic Laboratories,Health Care and Social Assistance,Health Care  Services,Health Care Providers & Services,Health Care,Pharmaceuticals and Biotechnology,Health Care Equipment & Services,,Healthcare Facilities & Services,Healthcare Providers & Services,Healthcare Services & Equipment,Healthcare,,Ambulatory Health Care Services,CNE100002VW1
0,CNE100000569,China,Asia,New Housing For-Sale Builders,Residential Building Construction,Construction,Real Estate Development,Real Estate Management & Development,Real Estate,Real Estate Investment and Services Development,Real Estate,,"Real Estate Rental, Development & Operations",Real Estate Operations,Real Estate,Real Estate,,Construction of Buildings,CNE100000569
0,CNE100001RG4,China,Asia,All Other Basic Organic Chemical Manufacturing,Basic Chemical Manufacturing,Manufacturing,Commodity Chemicals,Chemicals,Basic Materials,Chemicals,Materials,,Commodity Chemicals,Chemicals,Chemicals,Basic Materials,,Chemical Manufacturing,CNE100001RG4
0,CNE100002102,China,Asia,In-Vitro Diagnostic Substance Manufacturing,Pharmaceutical and Medicine Manufacturing,Manufacturing,Health Care Equipment,Health Care Equipment & Supplies,Health Care,Medical Equipment and Services,Health Care Equipment & Services,,"Medical Equipment, Supplies & Distribution",Healthcare Equipment & Supplies,Healthcare Services & Equipment,Healthcare,,Chemical Manufacturing,CNE100002102
0,US4007641065,United States of America,Americas,Commercial Banking,Depository Credit Intermediation,Finance and Insurance,Regional Banks,Banks,Financials,Banks,Banks,National Commercial Banks,Banks,Banking Services,Banking & Investment Services,Financials,,Credit Intermediation and Related Activities,US4007641065
0,NGGTCO000002,Nigeria,Africa,Commercial Banking,Depository Credit Intermediation,Finance and Insurance,Diversified Banks,Banks,Financials,Banks,Banks,,Banks,Banking Services,Banking & Investment Services,Financials,,Credit Intermediation and Related Activities,NGGTCO000002
0,BRGUARACNOR4,Brazil,Americas,Clothing and Clothing Accessories Retailers,Clothing and Clothing Accessories Retailers,Retail Trade,"Apparel, Accessories & Luxury Goods","Textiles, Apparel & Luxury Goods",Consumer Discretionary,Personal Goods,Consumer Durables & Apparel,,Apparel & Accessories Retailers,Specialty Retailers,Retailers,Consumer Cyclicals,,"Clothing, Clothing Accessories, Shoe, and Jewelry Retailers",BRGUARACNOR4
0,US40131M1099,United States of America,Americas,In-Vitro Diagnostic Substance Manufacturing,Pharmaceutical and Medicine Manufacturing,Manufacturing,Health Care  Services,Health Care Providers & Services,Health Care,Pharmaceuticals and Biotechnology,Health Care Equipment & Services,Medical Laboratories,Biotechnology & Medical Research,Biotechnology & Medical Research,Pharmaceuticals & Medical Research,Healthcare,,Chemical Manufacturing,US40131M1099
0,CA4013393042,Canada,Americas,Portfolio Management and Investment Advice,Other Financial Investment Activities,Finance and Insurance,Asset Management & Custody Banks,Capital Markets,Financials,Investment Banking and Brokerage Services,Diversified Financials,,Investment Management & Fund Operators,Investment Banking & Investment Services,Banking & Investment Services,Financials,,"Securities, Commodity Contracts, and Other Financial Investments and Related Activities",CA4013393042
0,AU000000GUD2,Australia,Oceania,Other Motor Vehicle Parts Manufacturing,Motor Vehicle Parts Manufacturing,Manufacturing,Auto Parts & Equipment,Auto Components,Consumer Discretionary,Household Goods and Home Construction,Automobiles & Components,,"Auto, Truck & Motorcycle Parts",Automobiles & Auto Parts,Automobiles & Auto Parts,Consumer Cyclicals,,Transportation Equipment Manufacturing,AU000000GUD2
0,ID1000068604,Indonesia,Asia,Tobacco Manufacturing,Tobacco Manufacturing,Manufacturing,Tobacco,Tobacco,Consumer Staples,Tobacco,"Food, Beverage & Tobacco",,Tobacco,Food & Tobacco,Food & Beverages,Consumer Non-Cyclicals,,Beverage and Tobacco Product Manufacturing,ID1000068604
0,FR0000032526,France,Europe,Pharmaceutical Preparation Manufacturing,Pharmaceutical and Medicine Manufacturing,Manufacturing,Health Care Supplies,Health Care Equipment & Supplies,Health Care,Pharmaceuticals and Biotechnology,Health Care Equipment & Services,,Advanced Medical Equipment & Technology,Healthcare Equipment & Supplies,Healthcare Services & Equipment,Healthcare,,Chemical Manufacturing,FR0000032526
0,US4016171054,United States of America,Americas,Clothing and Clothing Accessories Retailers,Clothing and Clothing Accessories Retailers,Retail Trade,Apparel Retail,Specialty Retail,Consumer Discretionary,Retailers,Retailing,,Apparel & Accessories Retailers,Specialty Retailers,Retailers,Consumer Cyclicals,,"Clothing, Clothing Accessories, Shoe, and Jewelry Retailers",US4016171054
0,US40171V1008,United States of America,Americas,Software Publishers,Software Publishers,Information,Application Software,Software,Technology,Software & Computer Services,Software & Services,Prepackaged Software,Software,Software & IT Services,Software & IT Services,Technology,,Publishing Industries,US40171V1008
0,US40172N1072,United States of America,Americas,Mortgage and Nonmortgage Loan Brokers,Activities Related to Credit Intermediation,Finance and Insurance,Thrifts & Mortgage Finance,Thrifts & Mortgage Finance,Financials,Finance and Credit Services,Banks,Mortgage Bankers and Loan Correspondents,Consumer Lending,Banking Services,Banking & Investment Services,Financials,,Credit Intermediation and Related Activities,US40172N1072
0,CNE100000PY3,China,Asia,Pharmaceutical Preparation Manufacturing,Pharmaceutical and Medicine Manufacturing,Manufacturing,Pharmaceuticals,Pharmaceuticals,Health Care,Pharmaceuticals and Biotechnology,"Pharmaceuticals, Biotechnology & Life Sciences",,Pharmaceuticals,Pharmaceuticals,Pharmaceuticals & Medical Research,Healthcare,,Chemical Manufacturing,CNE100000PY3
0,CNE100002TM6,China,Asia,Natural Gas Distribution,Natural Gas Distribution,Utilities,Oil & Gas Storage & Transportation,"Oil, Gas & Consumable Fuels",Utilities,"Gas, Water and Multi-utilities",Energy,,Construction & Engineering,Construction & Engineering,Industrial & Commercial Services,Industrials,,Utilities,CNE100002TM6
0,INE246F01010,India,Asia,Natural Gas Distribution,Natural Gas Distribution,Utilities,Gas Utilities,Gas Utilities,Energy,"Oil, Gas and Coal",Utilities,,Natural Gas Utilities,Natural Gas Utilities,Utilities,Utilities,,Utilities,INE246F01010
0,KW0EQ0100028,Kuwait,Asia,Commercial Banking,Depository Credit Intermediation,Finance and Insurance,Diversified Banks,Banks,Financials,Banks,Banks,,Banks,Banking Services,Banking & Investment Services,Financials,,Credit Intermediation and Related Activities,KW0EQ0100028
0,TH8319010Z06,Thailand,Asia,Fossil Fuel Electric Power Generation,"Electric Power Generation, Transmission and Distribution",Utilities,Independent Power Producers & Energy Traders,Independent Power and Renewable Electricity Producers,Utilities,Electricity,Utilities,,Independent Power Producers,Electric Utilities & IPPs,Utilities,Utilities,,Utilities,TH8319010Z06
0,BH0004649933,Bahrain,Asia,Hotels (except Casino Hotels) and Motels,Traveler Accommodation,Accommodation and Food Services,"Hotels, Resorts & Cruise Lines","Hotels, Restaurants & Leisure",Consumer Discretionary,Travel and Leisure,Consumer Services,,"Hotels, Motels & Cruise Lines",Hotels & Entertainment Services,Cyclical Consumer Services,Consumer Cyclicals,,Accommodation,BH0004649933
0,QA000A0Q6LH4,Qatar,Asia,Direct Property and Casualty Insurance Carriers,Insurance Carriers,Finance and Insurance,Oil & Gas Drilling,Energy Equipment & Services,Energy,"Oil, Gas and Coal",Energy,,Oil & Gas Drilling,Oil & Gas Related Equipment and Services,Energy - Fossil Fuels,Energy,,Insurance Carriers and Related Activities,QA000A0Q6LH4
0,US4023071024,United States of America,Americas,Fabricated Structural Metal Manufacturing,Architectural and Structural Metals Manufacturing,Manufacturing,Oil & Gas Equipment & Services,Energy Equipment & Services,Energy,"Oil, Gas and Coal",Energy,,Oil Related Services and Equipment,Oil & Gas Related Equipment and Services,Energy - Fossil Fuels,Energy,,Fabricated Metal Product Manufacturing,US4023071024
0,BMG4209G2077,Bermuda,Americas,Crude Petroleum Extraction,Oil and Gas Extraction,"Mining, Quarrying, and Oil and Gas Extraction",Oil & Gas Exploration & Production,"Oil, Gas & Consumable Fuels",Energy,"Oil, Gas and Coal",Energy,,Oil & Gas Exploration and Production,Oil & Gas,Energy - Fossil Fuels,Energy,,Oil and Gas Extraction,BMG4209G2077
0,GB00BJVWTM27,United Arab Emirates,Asia,Deep Sea Freight Transportation,"Deep Sea, Coastal, and Great Lakes Water Transportation",Transportation and Warehousing,Oil & Gas Equipment & Services,Energy Equipment & Services,Energy,"Oil, Gas and Coal",Energy,,Oil & Gas Transportation Services,Oil & Gas Related Equipment and Services,Energy - Fossil Fuels,Energy,,Water Transportation,GB00BJVWTM27
0,QA000A0KD6H9,Qatar,Asia,General Warehousing and Storage,Warehousing and Storage,Transportation and Warehousing,Air Freight & Logistics,Air Freight & Logistics,Industrials,Industrial Transportation,Transportation,,"Courier, Postal, Air Freight & Land-based Logistics",Freight & Logistics Services,Transportation,Industrials,,Warehousing and Storage,QA000A0KD6H9
0,US4026355028,United States of America,Americas,Crude Petroleum Extraction,Oil and Gas Extraction,"Mining, Quarrying, and Oil and Gas Extraction",Oil & Gas Exploration & Production,"Oil, Gas & Consumable Fuels",Energy,"Oil, Gas and Coal",Energy,,Oil & Gas Exploration and Production,Oil & Gas,Energy - Fossil Fuels,Energy,,Oil and Gas Extraction,US4026355028
0,JP3235900002,Japan,Asia,Web Search Portals and All Other Information Services,"Web Search Portals, Libraries, Archives, and Other Information Services",Information,Interactive Home Entertainment,Entertainment,Consumer Discretionary,Leisure Goods,Media & Entertainment,,Online Services,Software & IT Services,Software & IT Services,Technology,"Transportation, Information & Communication","Web Search Portals, Libraries, Archives, and Other Information Services",JP3235900002
0,TH1041010Z03,Thailand,Asia,Other Electric Power Generation,"Electric Power Generation, Transmission and Distribution",Utilities,Renewable Electricity,Independent Power and Renewable Electricity Producers,Industrials,Electronic and Electrical Equipment,Utilities,,Electric Utilities,Electric Utilities & IPPs,Utilities,Utilities,,Utilities,TH1041010Z03
0,JP3276400003,Japan,Asia,Commercial Banking,Depository Credit Intermediation,Finance and Insurance,Regional Banks,Banks,Financials,Banks,Banks,,Banks,Banking Services,Banking & Investment Services,Financials,Finance & Insurance,Credit Intermediation and Related Activities,JP3276400003
0,JP3275200008,Japan,Asia,Cut and Sew Apparel Manufacturing (except Contractors),Cut and Sew Apparel Manufacturing,Manufacturing,"Apparel, Accessories & Luxury Goods","Textiles, Apparel & Luxury Goods",Consumer Discretionary,Personal Goods,Consumer Durables & Apparel,,Apparel & Accessories,Textiles & Apparel,Cyclical Consumer Products,Consumer Cyclicals,Manufacturing,Apparel Manufacturing,JP3275200008
0,CNE0000003F5,China,Asia,"Copper, Nickel, Lead, and Zinc Mining",Metal Ore Mining,"Mining, Quarrying, and Oil and Gas Extraction",Diversified Metals & Mining,Metals & Mining,Basic Materials,Industrial Metals and Mining,Materials,,Specialty Mining & Metals,Metals & Mining,Mineral Resources,Basic Materials,,Mining (except Oil and Gas),CNE0000003F5
0,BMG420981224,Hong Kong,Asia,New Housing For-Sale Builders,Residential Building Construction,Construction,Industrial Conglomerates,Industrial Conglomerates,Financials,Investment Banking and Brokerage Services,Capital Goods,,"Real Estate Rental, Development & Operations",Real Estate Operations,Real Estate,Real Estate,,Construction of Buildings,BMG420981224
0,SG1R95002270,Singapore,Asia,New Housing For-Sale Builders,Residential Building Construction,Construction,Real Estate Development,Real Estate Management & Development,Real Estate,Real Estate Investment and Services Development,Real Estate,,"Real Estate Rental, Development & Operations",Real Estate Operations,Real Estate,Real Estate,,Construction of Buildings,SG1R95002270
